,,,,Please ensure that you join our Slack group so that we can communicate with transcribers: ,,,,,,https://join.slack.com/t/codethecity/shared_invite/zt-ebfpmtdt-wMnHGebBCNJTCEInaYCwNw,,,,
863337c4-5cb7-44e6-99b6-e39000e675d1,20-Jan-1914,160,James Crombie,British,Darroch,250,Leith,Goods,Tuesday 20th. Moderate ? Wind. Overcast Sky. Sea Smooth. Otherwise Fine,,,Mark Cullen,Sheena Sutherland,Assume this should be a direction for the wind ?
c37c0cc5-9d54-44dc-9e45-b66348b27e55,20-Jan-1914,161,St Clair,British,McKenzie,349,Leith,Goods,,,,Mark Cullen,Sheena Sutherland,
f68bd032-1125-4ac3-a23f-633ceebc78f3,20-Jan-1914,162,St Magnus,British,Leask,272,Leith,Goods,,,,Mark Cullen,Sheena Sutherland,
d400f1d4-f64e-4166-8742-eadca58c35ae,20-Jan-1914,163,Princess Royal,British,Rundall,525,Liverpool,Goods,,,,Mark Cullen,Sheena Sutherland,
71c26439-d11e-469d-92d8-7c1ed81f58f7,20-Jan-1914,164,Stantforth,British,Gray,76,St Davids,Coal,,,,Mark Cullen,Sheena Sutherland,
f960b6f7-bacb-4f7a-a725-262b1d6a3831,20-Jan-1914,165,Express,British,Sinclair,89,Kirkwall,Goods,,,,Mark Cullen,Sheena Sutherland,
e8e2e41d-aa85-4905-812f-d7e6e8f6f894,20-Jan-1914,166,St Ninian,British,Williamson,292,Kirkwall,Goods,,,,Mark Cullen,Sheena Sutherland,
8c0c5ab9-87ab-4681-83d7-c6528fe98a0f,20-Jan-1914,167,Spray,British,Alves,375,Sunderland,Coal,,,,Mark Cullen,Sheena Sutherland,
190d99e4-d871-494c-8e31-55296a268c79,21-Jan-1914,168,Firth,British,Wright,163,Granton,Coal,Wednesday 21st. Fine Weather and Smooth Sea. Wind South West Light,,,Mark Cullen,Sheena Sutherland,
1fa323e4-43dd-429f-a4d0-15db6b6fda4c,21-Jan-1914,169,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Sheena Sutherland,
4a84d3e1-d559-4e3b-9bb8-b656d5b99823,21-Jan-1914,170,Frankland,British,Herring,439,Sunderland,Coal,,,,Mark Cullen,Sheena Sutherland,
3e7ef17b-8435-4619-a66c-49b0ec4cf349,21-Jan-1914,171,Aberdon,British,Ross,497,Durham,Coal,,,,Mark Cullen,Sheena Sutherland,
7a1f0297-bd09-4e05-9b8b-8da6a89498e8,21-Jan-1914,172,Granite City,British,Mutch,Blank,Macduff,Towing,,,,Mark Cullen,Sheena Sutherland,
8244f166-caaa-4a8e-aee2-35bc74a5ae56,21-Jan-1914,173,Lovedale BR654,British,Mutch,Blank,Macduff,To Be Engined,,,,Mark Cullen,Sheena Sutherland,
eaf0213d-e1ec-4a57-9b51-3836875eefc7,21-Jan-1914,174,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Sheena Sutherland,
36f51920-40c9-43ab-bb86-bc5ee11f3dbe,21-Jan-1914,175,Fernlands,British,Almeria,1294,Almeria,Esparto,,,,Mark Cullen,Sheena Sutherland,Think this should read Almeria rather than Almenia
f2ebb083-a5b6-45ef-a1db-d98cef358707,21-Jan-1914,176,Spray II,British,Lawrence,584,Sunderland,Coal,,,,Mark Cullen,Sheena Sutherland,
7ccd996b-5810-4bdc-bb24-a73afb25e094,22-Jan-1914,177,Redhall,British,Ross,345,Shields,Coal,Thursday 22nd. Fine Weather and Smooth Sea. Wind Variable and Light,,,Mark Cullen,Sheena Sutherland,
6279be5e-859e-4eb3-af5e-71d6a335a895,22-Jan-1914,178,Thrift,British,Mackay,208,Sunderland,Coal,,,,Mark Cullen,Sheena Sutherland,
76dc539f-5a34-47c9-b3c1-3f369522325a,22-Jan-1914,179,St Sunniva,British,Johnston,363,Leith,Goods,,,,Mark Cullen,Sheena Sutherland,
30238116-4ce1-40ea-8330-8ce77063efe4,22-Jan-1914,180,Alice Taylor,British,Ross,244,Durham,Coal,,,,Mark Cullen,Ian Watt,
1ea37950-4dc8-42d5-9462-d60d3be09b48,22-Jan-1914,181,Princess Maud,British,Mackenzie,658,Dundee,Goods,,,,Mark Cullen,Ian Watt,
55921d08-7120-489c-849c-7a0332c8265b,22-Jan-1914,182,Aberdonian,British,Dowman,757,London,Goods,,,,Mark Cullen,Ian Watt,
890864eb-ca02-431e-893c-ec24ad90782f,22-Jan-1914,183,St Nicholas,British,Gray,452,Stromness,Goods,,,,Mark Cullen,Ian Watt,
369bc00a-5255-4b5a-a81f-f4fcb2651bab,22-Jan-1914,184,James Crombie,British,Darrock,363,Newcastle,Goods,,,,Mark Cullen,Ian Watt,
0432e897-8ffd-46a5-aefe-1c3b7fc83d23,22-Jan-1914,185,Earl of Aberdeen,British,Dove,352,Inverness,Goods,,,,Mark Cullen,Ian Watt,
1ed6988a-1a27-4e71-8ed3-d60662b9d4d8,23-Jan-1914,186,Firth,British,Wright,163,Granton,Coal,"Friday 23rd. First part moderate to fresh SW wind and cloudy, latter strong wind and still increasing, sea smooth",,,Mark Cullen,Ian Watt,
de308f77-0cad-4107-91d9-b857269ae1f0,23-Jan-1914,187,St Ninian,British,Williamson,292,Leith,Goods,,,,Mark Cullen,Ian Watt,
2b05027d-8809-4941-b42d-aa9047154e6b,23-Jan-1914,188,Luddick,British,Barron,213,Hull,Goods,,,,Mark Cullen,Ian Watt,
32e85efd-de1b-4bb2-b9a2-ed9e5b17a049,23-Jan-1914,189,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Ian Watt,
cac818dd-49f0-4c76-bdc2-06cce777c9cc,23-Jan-1914,190,Spray II,British,Alves,375,Shields,Coal,,,,Mark Cullen,Ian Watt,
f0a4449c-e35c-4ebf-80ff-d4e0002a1174,23-Jan-1914,191,St Clair,British,McKenzie,349,Wick,Goods,,,,Mark Cullen,Ian Watt,
af595170-f28a-4884-a044-64ca61dda194,23-Jan-1914,192,Ballochbuie,British,Falconer,383,Sunderland,Coal,,,,Mark Cullen,Ian Watt,
12a5523b-0c9d-46df-8fef-4f36b42f68b4,23-Jan-1914,193,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Ian Watt,
413d772f-4852-4dbb-8e0e-a0733fc7f5bd,23-Jan-1914,194,St Magnus,British,Leask,272,Stromness,Goods,,,,Mark Cullen,Ian Watt,
43d3d40d-4f5b-4325-8543-5813733fd667,23-Jan-1914,195,Gleno,British,Williams,75,Fraserbro,Light WB,,,,Mark Cullen,Ian Watt,
4ddb9250-dcfa-4093-831c-1c61910cc62e,23-Jan-1914,196,Havant,British,Cook,530,Sunderland,Coal,,,,Mark Cullen,Ian Watt,
596f588e-312f-4200-8fed-e2a95179e452,23-Jan-1914,197,Prss Dagmar,British,Harrison,316,Dundee,Goods,,,,Mark Cullen,Ian Watt,
e553f7a0-167d-4d6e-85a9-9c349ca86c83,23-Jan-1914,198,St Nicholas,British,Gray,452,Leith,Goods,,,,Mark Cullen,Ian Watt,
a3fbda93-b0f5-4808-8a9c-63584e4c40dc,24-Jan-1914,199,Princess Royal,British,Rundall,525,Dundee,Goods,Saturday 24th. Strong SW Wind theghtening  rain  gloomy appearance  sea moderate,,,Mark Cullen,Ian Watt,
f8ad1940-eed5-4d3a-b2bf-f88310be8894,24-Jan-1914,200,Bera FD 233,British,Duthie,(blank),North Sea,Trials,,,,Mark Cullen,Ian Watt,
3a23265a-9bdc-4648-ac36-c08cc927d41b,24-Jan-1914,201,Princess Victoria,British,Kinley,647,Liverpool,Goods,,,,Mark Cullen,Ian Watt,
68fce580-6f05-42bc-a83a-3f3590fa1705,24-Jan-1914,202,Spray,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Ian Watt,
4fd0092f-c608-4276-84dc-e68bc276d648,24-Jan-1914,203,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Ian Watt,
5e4dcf42-ff88-4ad7-afac-9e724ec42a80,24-Jan-1914,204,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Ian Watt,
1aac08ca-2a72-489b-9c74-b7f08d358fef,24-Jan-1914,205,Aberdon,British,Ross,497,Shields,Coal,,,,Mark Cullen,Ian Watt,
8030a4f0-1082-40e0-9e5e-3f0c048f2c62,24-Jan-1914,206,Reahall,British,Ross,353,Shields,Coal,,,,Mark Cullen,Ian Watt,
fe4a4439-7516-4341-aaa1-fa69112a011c,24-Jan-1914,207,St Clair,British,McKenzie,208,Leith,Goods,,,,Mark Cullen,Ian Watt,
d17a0d9b-5c92-4375-99c0-83385ffb5e31,24-Jan-1914,208,Thrift,British,McKay,208,Blyth,Coal,,,,Mark Cullen,Ian Watt,
cdef4bcc-807c-4977-b332-f90d96a93b8b,24-Jan-1914,209,Kamma,Swedish,Johansen,913,Huelva,Minerals,,,,Mark Cullen,Ian Watt,
815009c8-c3b2-440d-8668-390d32f05d6d,24-Jan-1914,210,St Sunniva,British,Johnston,363,Lerwick,Goods,,,,Mark Cullen,Ian Watt,
469b3029-cc55-414f-aebf-fb065f1b53fa,24-Jan-1914,211,Jarrow,British,Wright,54,Peterhead,Light,,,,Mark Cullen,Ian Watt,
d863c7b7-9c2e-4a62-a56d-82e4bb9e7c87,24-Jan-1914,212,Caledonia,Dutch,Roose,542,Rotterdam,Goods,,,,Mark Cullen,Ian Watt,
b012564c-c1be-4eb5-98ad-a1a6423cf97a,25-Jan-1914,,,,,,,,Sunday 25th - Strong SW to WNW Gale blowing very fierce between the hours of 10 pm & midnight accompanied by heavy rain.,,,,Ian Watt,
00775de3-4205-4603-ba29-d45e055211d7,26-Jan-1914,213,Express,British,Heddle,89,Orkneys,Goods WB,Monday 26th. Moderate NW Wind accompanied by fine weather,,,Mark Cullen,Ian Watt,
659e5c22-2ba9-4e17-94f0-2030a936d9e2,26-Jan-1914,214,Norwood,British,Clark,348,Hull,Goods,,,,Mark Cullen,Ian Watt,
646de6e2-e06c-4492-a51a-b6b12113b3a8,26-Jan-1914,215,City of London,British,Taylor,575,London,Goods,,,,Mark Cullen,Mollie Horne,
350a2b0e-e76c-4b28-b40a-ee2398edf40e,26-Jan-1914,216,Controller,British,Devlin,(blank),North Sea,Towing,,,,Mark Cullen,Mollie Horne,
3d5d5f00-0b8b-4a4e-983d-35de05834269,26-Jan-1914,217,Lord Kitchener,British,Devlin,(blank),North Sea,Disabled,,,,Mark Cullen,Mollie Horne,
520e5795-bc73-4d6d-9662-ed60f800366e,26-Jan-1914,218,The Emperor,British,McKay,253,Goole,Coal,,,,Mark Cullen,Mollie Horne,
79ec1506-32c4-40b1-8e3d-77aed94315fd,26-Jan-1914,219,Femern,Swedish,Hendvigsn,335,Gothenburg,Goods,,,,Mark Cullen,Mollie Horne,
b91d1b90-a9c0-4948-b19a-7c4e40168351,26-Jan-1914,220,St Magnus,British,Leask,272,Leith,Goods,,,,Mark Cullen,Mollie Horne,
7f85b409-485f-4057-bd21-672f14a71514,26-Jan-1914,221,St Sunniva,British,Johnston,363,Leith,Goods,,,,Mark Cullen,Mollie Horne,
2c89a5f0-8d54-49db-9a77-8973447937a6,27-Jan-1914,222,Norah Elsmie,British,Coutts,126,Fraserburgh,Manure PC,Tuesday 27th. First part fine. Later part Showery. Winds ranging from SW to NW,,Maybe Norah Emslie?,Mark Cullen,Mollie Horne,
08c87012-6a59-4e35-a21a-18d95766c02b,27-Jan-1914,223,James Crombie,British,Darrock,263,Leith,Goods,,,,Mark Cullen,Mollie Horne,
4ca29674-54bd-4b55-a1b2-39ca452e9b4b,27-Jan-1914,224,Ocean Bride,British,Femister,347,Stornoway,Salvage Plant,,,,Mark Cullen,Mollie Horne,
d44120bf-c5ed-4f9f-8e30-4d8923dae3c1,27-Jan-1914,225,Girdleness,British,Crombie,347,Laurvig ,General,,,Lerwick?,Mark Cullen,Mollie Horne,
f1a94018-d198-4aa5-83d4-f175b2f3b984,27-Jan-1914,226,James Cook,British,Brown,56,Glasgow,Boilers,,,,Mark Cullen,Mollie Horne,
ca6122d5-4227-49fc-9258-89581a92fe12,27-Jan-1914,227,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Mollie Horne,
6410d3ab-1dfe-4ef0-9f9d-b65a6542b889,27-Jan-1914,228,Utopia,British,Smith,63,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
148fb3f3-3807-41f5-a217-e110512e2493,28-Jan-1914,229,St Ninian,British,Williamson,272,St Margarets Hope,Goods,Wednesday 28th. First part fine. Latter part strong gale from SW,"At 9am, the SS Riverdale brought up in the Bay in 8 fathoms half mile NE of Pier end owing to some grievance. Some of her crew are landed 5pm and a fresh lot taken off and shipped. She is also bunkering.",,Mark Cullen,Mollie Horne,
3e48b4d7-3e14-4170-bc71-670d67c0bcd8,28-Jan-1914,230,Princess Alberta,British,Cubbin,526,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
9fce9b3a-825b-48e4-87b4-edcf709c9c93,28-Jan-1914,231,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
b25cee87-7870-4033-a1d5-2fe12608b918,28-Jan-1914,232,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
914b08c2-75d2-41be-a3c4-a6f0e5d65900,28-Jan-1914,233,Ailsa,British,Donner,30,Berwick,Coal,,,,Mark Cullen,Mollie Horne,
d0748249-e7f2-4a74-bf0d-1100a5a23eff,28-Jan-1914,234,Malta ,British,McTherson,71,Cromarty,WB,,,,Mark Cullen,Mollie Horne,
267fd59a-1f4c-477b-a68d-ae6565c2f599,28-Jan-1914,235,Coalts Sail,British,Watt,39,Invergordon,Timber WB,,,,Mark Cullen,Mollie Horne,
31121dce-c61b-491c-8478-1fd50f076c0f,28-Jan-1914,236,Express,British,Heddle,89,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
ea86e6df-3ea6-4132-b227-f859865ea219,28-Jan-1914,237,Alisia,British,Watson,39,Put Back,WB,,,,Mark Cullen,Mollie Horne,
295e81d2-fd4c-425d-83ff-b76390b3f6fe,28-Jan-1914,238,Tillycorthie,British,Soang,152,Durham,Coal,,,,Mark Cullen,Mollie Horne,
df82c120-9a8c-4df1-93ba-280324fcdc88,29-Jan-1914,239,Spray II,British,Lawrence,580,Sunderland,Coal,Thursday 29th. Moderate SW Winds and fine weather. ,"At 1.46 pm, while the Riverdale was getting under way, the cook jumped overboard. The 2nd Officer, named Osborne, jumped overboard to save the cook. They were both brought ashore in ship's small boat but although artificial respiration was given life was extinct in both cases.",,Mark Cullen,Mollie Horne,
99789b4b-4e49-430e-bd3f-c7789435b78f,29-Jan-1914,240,St Nicholas,British,Gray,452,Leith,Goods,,,,Mark Cullen,Mollie Horne,
75befc22-6c56-43bb-aa44-ec15552985fa,29-Jan-1914,241,Princess Victoria,British,Kinley,649,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
3a4ba5c7-200b-4da0-835c-4bca447aa577,29-Jan-1914,242,Redhall,British,Ross,353,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
3bf3df92-23b9-451a-9aa4-eb74c927514e,29-Jan-1914,243,Aberdonian,British,Dowman,757,London,Goods,,,,Mark Cullen,Mollie Horne,
224b673c-71fa-40a6-8d6a-cadf4f2488c3,30-Jan-1914,244,Luddick,British,Barron,184,Hull,Goods,Friday 30th. Wind SW overcast showery day ends strong SW wind,SS Riverdale got under way at 8pm 29th.,,Mark Cullen,Mollie Horne,
d69a216e-6d91-413c-9cf4-d63a39df1a9d,30-Jan-1914,245,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
c4e65c50-ebd4-43dc-83ac-c6e6ba5d2d33,30-Jan-1914,246,Utopia,British,Smith,63,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
afad48f2-4212-4942-ac16-284cc123108e,30-Jan-1914,247,Princess Beatrice,British,Waterson,524,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
3441e842-4356-455e-adee-d5e1c0a1fc02,30-Jan-1914,248,St Ninian,British,Williamson,292,Leith,Goods,,,,Mark Cullen,Mollie Horne,
2925f2c6-df53-4c67-b067-9f49246e9fe4,30-Jan-1914,249,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Mollie Horne,
e519013c-6a98-4eb0-b57f-8190dd2a7f1b,30-Jan-1914,250,Advent,British,Cook,530,Hull,Goods,,,,Mark Cullen,Mollie Horne,
db938f21-0108-4612-b78e-47da64e95230,30-Jan-1914,251,James Crombie,British,Darrock,292,Inverness,Goods,,,,Mark Cullen,Mollie Horne,
cb59f4bd-d51b-40ae-b866-c67da09a8dd7,30-Jan-1914,252,Aberdon,British,Ross,395,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
35a65312-9c8d-401c-9ed0-abbf898938b2,30-Jan-1914,253,Spray,British,Alves,375,Stornoway,Goods,,,,Mark Cullen,Mollie Horne,
c11a73a7-ad21-4b7d-b2d3-862e7ce5e80b,30-Jan-1914,254,St Sunniva,British,Johnston,363,Lerwick,Goods,,,,Mark Cullen,Mollie Horne,
8bfdea14-5acc-4cc4-aa41-236bf66ae754,30-Jan-1914,255,Maggie Lough,British,Lough,53,Shields,Lime,,,,Mark Cullen,Mollie Horne,
19dae358-86e4-4438-9d1e-5accf5b0b2c8,31-Jan-1914,256,St Magnus,British,Leask,272,Wick,Goods,Saturday 31st. Strong South West Wind. Overcast and threatening rain. Sea rough in the offing.,,,Mark Cullen,Mollie Horne,
ab7a49d8-9781-4793-ac6a-22c18e63e98c,31-Jan-1914,257,St Clair,British,Swaney,349,Stromness,Goods,,,,Mark Cullen,Mollie Horne,
85eb850a-6317-41df-a8a1-24e990aee0e7,31-Jan-1914,258,Princess Alberta,British,Cubbin,526,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
b8e7347b-da5c-402b-8f12-d5009abf3cb1,31-Jan-1914,259,Rubislaw,British,Walker,411,Hamburg,Goods,,,,Mark Cullen,Mollie Horne,
b4e88ca2-03ed-45b0-9517-c69e28e05da1,31-Jan-1914,260,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
ff216912-c8ee-42d7-a53e-415ed8b150c1,31-Jan-1914,261,Bega,British,Duthie,Blank,North Sea,Trials,,,,Mark Cullen,Mollie Horne,
f4d26605-323d-4ddf-83b0-6dac964825c5,31-Jan-1914,262,Redhall,British,Ross,349,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
5c037478-53ce-4b5e-ac14-42fc9596fa6d,31-Jan-1914,263,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Mollie Horne,
71b9d7b6-3c3c-4c6a-8fde-05cce03a77fa,01-Feb-1914,264,Earnholm,British,McDonald,191,Leith,Goods,Sunday 1st. Moderate S S West Gale with passing misty showers. ,2nd Officer Osborne was buried at Trinity at Noon. Brave Man but no Fanfare of Trumpets.,,Mark Cullen,Mollie Horne,
4dcd8e53-e6c6-4b6f-9778-00e832042fc4,01-Feb-1914,265,Spray,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
836f2ebd-a0e1-49c2-bb0f-fe6f86f60611,01-Feb-1914,266,Aska Fermstrom,Swedish,Sodenstrom,433,Karls Ham,Granite,,,,Mark Cullen,Mollie Horne,
36da10d4-0afd-498b-8fd2-1e5733ec719c,01-Feb-1914,267,St Sunniva,British,Johnston,363,Leith,Goods,,,,Mark Cullen,Mollie Horne,
c57f9f24-a2ad-4110-82b2-c067da3a8433,01-Feb-1914,268,Inchcolm,British,Anderson,29,Bo'ness,Coal,,,,Mark Cullen,Mollie Horne,
e1cb8af2-d891-4c96-b135-7ae02707604d,01-Feb-1914,269,St Nicholas,British,Gray,452,Lerwick,Goods,,,,Mark Cullen,Mollie Horne,
aeeb6686-4fa5-4d64-b290-17acb5fca148,02-Feb-1914,270,Norwood,British,Clark,348,Hull,Goods,Monday 2nd. Fresh S W Gale and overcast. It felt light towards night and shifted into North West.,,,Mark Cullen,Mollie Horne,
886c85a1-8b2a-4f8d-93e8-b937ec887838,02-Feb-1914,271,City of London,British,Taylor,575,London,Goods,,,,Mark Cullen,Mollie Horne,
032237df-178a-43e7-a572-3cf83dc63cf0,02-Feb-1914,272,Abercraig,British,White,162,London,Cement,,,,Mark Cullen,Mollie Horne,
dd053ad2-9152-42b2-b441-1128b5cefeec,03-Feb-1914,273,St Nicholas,British,Gray,452,Leith,Goods,Tuesday 3rd. Strong  S W Gale and overcast. Sea rough in the offing.,,,Mark Cullen,Mollie Horne,
54b5316a-7cb7-450f-a273-d33fa9fd9d3b,03-Feb-1914,274,St Magnus,British,Nicolson,272,Leith,Goods,,,,Mark Cullen,Mollie Horne,
836de16d-0e62-440c-a469-3d27b493fe4a,03-Feb-1914,275,James Crombie,British,Darrock,263,Leith,Goods,,,,Mark Cullen,Mollie Horne,
bb9d7178-a732-4a4a-b655-c9927e01dac9,03-Feb-1914,276,Cavelet,British,Prumen,1918,Mofiera Amsterdam,Timber,,,,Mark Cullen,Mollie Horne,
6d92bfb0-1261-4f97-afdf-348ac886c15f,03-Feb-1914,277,Princess Royal,British,Rundall,825,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
486b21f7-6277-4f10-98d3-d92aca67c521,03-Feb-1914,278,Express,British,Heddle,89,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
5c5b6f58-af53-4ae7-8e98-78ef7224781e,03-Feb-1914,279,Stantforth,British,Nicol,76,Boness,Coal,,,,Mark Cullen,Mollie Horne,
0a78e2f1-8ccd-4222-9c3a-01c5aae72b82,03-Feb-1914,280,St Ninian,British,Williamson,292,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
0c6f57a8-3fd3-4a19-aaf6-26f69e660cc6,04-Feb-1914,281,Kinnaird Head,British,Whitehead,73,Inverness,General,Wednesday 4th. Strong breeze to moderate gale. Overcast sky. Sea moderate.,,,Mark Cullen,Mollie Horne,
629f9534-e4cf-45cf-a313-3eb5404f64dd,04-Feb-1914,282,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
9e92c1a4-e9ce-4246-ac65-882a1712aafa,04-Feb-1914,283,Firth,British,Wright,163,Boness,Coal,,,,Mark Cullen,Mollie Horne,
eb7f90b4-6509-44fa-a128-3c35bc9caa6d,04-Feb-1914,284,Advent,British,Cook,430,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
addde50a-6a31-42cb-a80e-257965749c59,04-Feb-1914,285,Redhall,British,Ross,345,Blyth,Coal,,,,Mark Cullen,Mollie Horne,
f10c8fc9-55cd-4dfd-b683-c6084a6a80d7,04-Feb-1914,286,Frankland,British,Herring,452,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
983665da-a5fd-4427-8ab1-fadbb177ab60,04-Feb-1914,287,Spray,British,Lawrence,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
19457ad3-0bad-4eb0-8a2b-079a9268514a,04-Feb-1914,288,Utopia,British,Smith,63,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
55e22f51-2b1a-417b-a8ea-0f4daf217ff5,04-Feb-1914,289,Stantforth,British,Ross,76,Put Back,WB,,,,Mark Cullen,Mollie Horne,
29af9092-92c8-46b6-9e80-075e827f2c4f,04-Feb-1914,290,Alastair,British,Williams,157,London,Cement,,,,Mark Cullen,Mollie Horne,
402d3afb-2a39-4a36-9c2a-5589fbe5a235,04-Feb-1914,291,Aberdon,British,Ross,497,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
11fe8938-6ea5-4587-bba0-7afa005326f6,05-Feb-1914,292,St Ninian,British,Williamson,293,Leith,Goods,"Thursday 5th. Fresh to strong S W wind. Overcast at times, otherwise fine.",,,Mark Cullen,Mollie Horne,
9b9741b0-7b12-497d-8652-f5c72a7a1fd9,05-Feb-1914,293,Princess Maud,British,McKenzie,658,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
1bed1813-0283-4cfc-a134-274808a7c45b,05-Feb-1914,294,Ailsa,British,Donner,30,St Davids,Coal,,,,Mark Cullen,Mollie Horne,
950c5811-e6ac-41b4-b53a-18dd9a470e36,05-Feb-1914,295,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Mark Cullen,Mollie Horne,
7741fbc7-5206-4330-82af-cfc27d4b4860,05-Feb-1914,296,Tillycorthie,British,Soang,153,Fraserburgh,Manual,,,,Mark Cullen,Mollie Horne,
df6216eb-1fd0-4e2f-bc2a-b18cdeb45f0e,05-Feb-1914,297,Ben Holden,British,H R & Co,72,Bay,Trials,,,,Mark Cullen,Mollie Horne,
2415d568-7572-49bc-b7ee-09119f4737c5,05-Feb-1914,298,Glen Rose,British,Fulcher,109,Stornoway,Herring,,,,Mark Cullen,Mollie Horne,
1c84c7c3-7372-4343-8d8d-875886794252,05-Feb-1914,299,Gleno,British,Williams,75,Balintore,Light WB,,,,Mark Cullen,Mollie Horne,
91a53f64-e3e6-4118-8fc9-fe28e6539aa5,05-Feb-1914,300,Aberdonian,British,Dowman,747,London,Goods,,,,Mark Cullen,Mollie Horne,
260fbf6c-c690-432b-a24e-78bf661d7c72,05-Feb-1914,301,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Mollie Horne,
0d010cc5-8a07-43a0-9ba1-85e22f35e899,05-Feb-1914,302,Caledonia,Hollands,Roost,542,Rotterdam,Goods,,,,Mark Cullen,Mollie Horne,
b53a8d20-a33b-4ed7-8fcf-41a87bde5385,05-Feb-1914,303,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
e74d31a3-00ac-451a-b94e-fc27de772812,05-Feb-1914,304,Goldseeker,British,Murray,65,North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
4dcc5d95-d7c6-4cbc-a452-577f46854a62,05-Feb-1914,305,Adler,Germany,Baake,85,Noraenham,Phosphate,,,,Mark Cullen,Mollie Horne,
c02c26e0-cbea-4c89-92eb-72babdefce66,06-Feb-1914,306,Luddick,British,Barron,184,Hull,Goods,"Friday 6th. Moderate. Southerly Gale. Overcast and showery, Sea rough at the offing. Weather more moderate towards nightfall.",,,Mark Cullen,Mollie Horne,
9fa20273-ff99-4876-afe3-70cfe68372aa,06-Feb-1914,307,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
8ea8f6d3-30aa-425a-a073-3300f1bcd7de,06-Feb-1914,308,St Margaret,British,Scott,401,Leith,Goods,,,,Mark Cullen,Mollie Horne,
6a60514d-15fb-458d-b53d-1d2e11346ae3,06-Feb-1914,309,Wharfdale,British,Smart,161,Goole,Coal,,,,Mark Cullen,Mollie Horne,
6c2aca32-e827-4702-b59a-67b25715d687,06-Feb-1914,310,James Crombie,British,Darrock,263,Inverness,Goods,,,,Mark Cullen,Mollie Horne,
149b4538-2955-42e4-b7fa-009862af61c9,06-Feb-1914,311,St Magnus,British,Leask,272,Stromness,Goods,,,,Mark Cullen,Mollie Horne,
eda8f1d6-6e1b-46a3-9bda-4774087f2a96,06-Feb-1914,312,Princess Dagmar,British,Harrison,316,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
b30d8216-e267-4ca2-b4c1-e7ededbb5a3b,06-Feb-1914,313,Elsie,British,Donner,30,Put Back,WB,,,,Mark Cullen,Mollie Horne,
48f9c7d4-301c-43ee-9416-a19272687e8a,07-Feb-1914,314,Glen Geldie,British,Smart,456,Goole,Coal,Saturday 7th. Moderate S W gale. Latter part showery.,,,Mark Cullen,Mollie Horne,
119fd923-967e-4954-8344-0a3bc474be4d,07-Feb-1914,315,Thrift,British,MacRay,208,Shields,Coal,,,,Mark Cullen,Mollie Horne,
